x,y,z,ux,uy,uz,usum
     -4.205906,   -1.839370,    3.264356,  -0.000003763,   0.019369003,   0.010951601,   0.022250750
     -0.198621,    1.252338,   -2.222542,  -0.000000742,   0.002061957,   0.001158906,   0.002365318
      0.002047,   -0.095748,    0.169925,   0.000000000,   0.000000000,   0.000000000,   0.000000000
      3.005812,   -0.769289,    1.365267,   0.000009148,   0.005515355,   0.003132607,   0.006342906
     -1.605526,   -1.543664,    2.739563,  -0.000005811,   0.007887753,   0.004472792,   0.009067665
      0.402565,    2.126659,   -3.774212,   0.000002513,   0.009425643,   0.005339368,   0.010832894
     -6.420000,   -2.319520,    4.116485,   0.000109101,   0.017409220,   0.009878980,   0.020017170
     -6.219375,   -2.319520,    4.116485,   0.000079567,   0.020391886,   0.011560420,   0.023440961
     -4.406515,   -1.838660,    3.263097,  -0.000002206,   0.020926965,   0.011829565,   0.024039062
      0.001706,    1.252986,   -2.223692,   0.000000040,   0.002144301,   0.001205916,   0.002460134
     -0.199787,   -0.095942,    0.170270,   0.000000000,   0.000000000,   0.000000000,   0.000000000
      2.805738,   -0.768300,    1.363512,   0.000012092,   0.004263913,   0.002429443,   0.004907473
     -1.805866,   -1.544148,    2.740421,  -0.000005458,   0.008230137,   0.004666839,   0.009461214
      0.602111,    2.125712,   -3.772530,   0.000003116,   0.008956707,   0.005078403,   0.010296251
     -6.218877,   -2.223187,    3.945521,   0.000070551,   0.020925007,   0.011861953,   0.024053416
     -6.420000,   -2.222874,    3.944965,   0.000100541,   0.017906339,   0.010160402,   0.020588367
     -4.606731,   -1.838663,    3.263101,   0.000001806,   0.022844654,   0.012911340,   0.026240826
      0.202333,    1.251812,   -2.221609,   0.000000826,   0.002063636,   0.001159818,   0.002367229
     -0.399728,   -0.095342,    0.169204,  -0.000001720,  -0.000390217,  -0.000215397,   0.000445722
      2.605224,   -0.767556,    1.362193,   0.000012292,   0.003443722,   0.001966810,   0.003965818
     -2.005610,   -1.543498,    2.739268,  -0.000005667,   0.008417814,   0.004773957,   0.009677308
      0.801925,    2.125585,   -3.772306,   0.000004331,   0.008862011,   0.005026841,   0.010188444
     -6.218179,   -2.126857,    3.774563,   0.000063479,   0.021391253,   0.012126094,   0.024589263
