# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 69.5611 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0184121 0.0361993
1 0.00535764 0.0231449
2 -0.00160443 0.0161828
3 -0.00435066 0.0134366
4 -0.00232277 0.0154644
5 0.00360382 0.021391
6 0.015624 0.0334112
7 0.00631167 0.0240989
8 -0.00582468 0.0119625
9 -0.0123269 0.00546034
10 -0.0147692 0.00301799
11 -0.0127278 0.00505942
12 -0.00640013 0.0113871
13 0.0048089 0.0225961
14 0.00292559 0.0207128
15 -0.00908688 0.00870033
16 -0.0154389 0.00234832
17 -0.0177872 0
18 -0.015258 0.00252925
19 -0.0090225 0.00876471
20 0.00326482 0.021052
21 0.00493027 0.0227175
22 -0.00647982 0.0113074
23 -0.0126158 0.00517141
24 -0.0146714 0.00311586
25 -0.012133 0.00565419
26 -0.00549186 0.0122954
27 0.00637545 0.0241627
28 0.0157692 0.0335564
29 0.003612 0.0213992
30 -0.00217228 0.0156149
31 -0.00416779 0.0136194
32 -0.00104791 0.0167393
33 0.00542171 0.0232089
34 0.0184764 0.0362636
