# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 94.3278 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0360654 0.0369586
1 0.0227694 0.0236627
2 0.0173838 0.0182771
3 0.0153817 0.016275
4 0.0172 0.0180933
5 0.0231436 0.0240368
6 0.0364505 0.0373438
7 0.0219392 0.0228325
8 0.010033 0.0109262
9 0.00492542 0.00581871
10 0.00264011 0.0035334
11 0.00543743 0.00633072
12 0.0103516 0.0112449
13 0.0223699 0.0232632
14 0.0185348 0.0194281
15 0.00641594 0.00730923
16 0.00131355 0.00220684
17 -0.000893292 0
18 0.00130051 0.0021938
19 0.0068719 0.00776519
20 0.0190073 0.0199006
21 0.0207012 0.0215945
22 0.00885279 0.00974609
23 0.0037664 0.0046597
24 0.00157068 0.00246397
25 0.00388149 0.00477478
26 0.00940725 0.0103005
27 0.0216553 0.0225485
28 0.0332594 0.0341527
29 0.0206344 0.0215277
30 0.0152968 0.0161901
31 0.0131578 0.0140511
32 0.0152956 0.0161889
33 0.0202939 0.0211872
34 0.0336982 0.0345915
