# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 75.3124 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0160141 0.033908
1 0.00490339 0.0227973
2 -0.00066366 0.0172302
3 -0.00277947 0.0151144
4 -0.000985845 0.0169081
5 0.00511208 0.023006
6 0.0163344 0.0342283
7 0.00375668 0.0216506
8 -0.00658783 0.0113061
9 -0.0123188 0.00557514
10 -0.0143915 0.00350241
11 -0.0123237 0.00557022
12 -0.00643643 0.0114575
13 0.00377122 0.0216651
14 0.000456093 0.01835
15 -0.00993003 0.00796387
16 -0.0159381 0.00195584
17 -0.0178939 0
18 -0.016174 0.00171987
19 -0.00989445 0.00799945
20 0.000579278 0.0184732
21 0.00347065 0.0213645
22 -0.00642184 0.0114721
23 -0.0125589 0.00533503
24 -0.014365 0.00352893
25 -0.0127766 0.00511734
26 -0.00649521 0.0113987
27 0.00373446 0.0216284
28 0.0158765 0.0337704
29 0.00466873 0.0225626
30 -0.00114305 0.0167508
31 -0.0029626 0.0149313
32 -0.00115177 0.0167421
33 0.00460971 0.0225036
34 0.0156694 0.0335633
