# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 66.6039 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0389776 0.0424224
1 0.0242705 0.0277153
2 0.0162719 0.0197167
3 0.0130519 0.0164967
4 0.0154016 0.0188464
5 0.022885 0.0263297
6 0.0366863 0.0401311
7 0.0243581 0.0278028
8 0.0107965 0.0142413
9 0.00339947 0.00684424
10 0.000844717 0.00428949
11 0.00341595 0.00686073
12 0.0113243 0.0147691
13 0.025062 0.0285068
14 0.0195626 0.0230074
15 0.00634023 0.00978501
16 -0.0011725 0.00227227
17 -0.00344477 0
18 6.42899e-06 0.0034512
19 0.00797797 0.0114227
20 0.022245 0.0256898
21 0.0217271 0.0251719
22 0.00899342 0.0124382
23 0.00183504 0.00527982
24 -0.000162446 0.00328233
25 0.00355278 0.00699755
26 0.0120801 0.0155249
27 0.0263849 0.0298297
28 0.0333689 0.0368137
29 0.019953 0.0233978
30 0.0134835 0.0169283
31 0.011407 0.0148518
32 0.0154481 0.0188928
33 0.02419 0.0276348
34 0.0398644 0.0433092
