angle,alpha  # calibrated on m02+m04 (train), m06 hold-out
10,1.1901
14,1.1158
18,1.0222
22,0.9088
26,0.7777
30,0.6331
34,0.4731
38,0.3049
42,0.0982
46,-0.0290
50,-0.1432
54,-0.2523
58,-0.3666
62,-0.2968
66,-0.3468
70,-0.3120
73,-0.3061
76,-0.3173
78,-0.3221
80,-0.3631
