iter,obj,slope_10,slope_58,px0,px1,px2,px3,px4,px5,px6,pz0,pz1,pz2,pz3,pz4
10,1.7419526661792424,2.4244676976057775,1.0594376347527072,0.6565901681650655,2.633192689579758,4.598421070014494,6.568146632584979,8.469870461558543,10.362458923864857,12.265909291345157,0.47364846575303055,2.545349004590591,4.622777852986949,6.712121234438468,8.820615700719223
11,1.7301232860075748,2.407135865606023,1.0531107064091263,0.6586232431766389,2.63991167955692,4.609764792776171,6.584051508674845,8.482207845181113,10.370531575669375,12.269700730674474,0.47462683327769384,2.543718641062526,4.6199481342242965,6.709895536410633,8.821089040244601
12,1.73113505906885,2.408647694848796,1.0536224232889035,0.6606185434093801,2.646479201581186,4.620849515268437,6.599580170695633,8.494200294693364,10.378386846768652,12.273371391374535,0.47561145144348393,2.542421264631468,4.617848789822129,6.708736843937924,8.82278427481935
13,1.7282039893404626,2.404514902670559,1.0518930760103664,0.6625755041138391,2.652897636662245,4.631671279770101,6.614639481826706,8.505654680758287,10.385818625262285,12.276717532083671,0.47659610881051784,2.5414256257854007,4.616407741489829,6.708526287107226,8.82555730942741
14,1.733347008162847,2.411761266872328,1.0549327494533658,0.664495553123603,2.659176519253389,4.642257538095982,6.629360238925601,8.516748834708226,10.392983070437074,12.279894489158353,0.4775809193444915,2.5407800172952166,4.615680555277684,6.709283370390452,8.829380886568215
15,1.0632823156131055,4.1613946234657,1.0632823156131055,0.6663831755782914,2.6653379212327204,4.65265748846889,6.643868493191329,8.527714823552257,10.400104615987576,12.28313376026537,0.4785567077754329,2.5403265445490444,4.615383001538925,6.710645033086188,8.833882837118344
16,1.7350358701642339,2.4126214111639808,1.0574503291644868,0.6681785701395524,2.6711443563739,4.6624450255908005,6.657464856875163,8.537765768211198,10.406454253480872,12.285784726753342,0.47950166698809155,2.5400085691398764,4.6153380958804515,6.712247913057535,8.838477780615491
17,1.7448744696032787,2.4258774696548917,1.0638714695516658,0.669946347113416,2.6768415873188234,4.672055037446951,6.670858279843027,8.547665232195012,10.412714845706338,12.288425888339582,0.48044277697248683,2.539862853346394,4.6156635331408555,6.714347752177315,8.843598095783001
18,1.0721391792248502,4.224933660501537,1.0721391792248502,0.6716837594151805,2.682426172921985,4.681455142231789,6.683931846319859,8.55725095966383,10.418726077212899,12.29089721511852,0.4813753636303033,2.539795905356864,4.6161921683962355,6.71673610158351,8.84902165388281
19,1.0674394788669048,4.217189891313991,1.0674394788669048,0.6733316921258288,2.687677451467666,4.6902592675394015,6.695989310517269,8.565808895680261,10.423841184391952,12.292632110101163,0.4822660303702424,2.539660632291663,4.616584003897032,6.7188488764185585,8.853968034615496
20,1.0633764004519477,4.210615384894898,1.0633764004519477,0.6748932279765295,2.692604172633686,4.698477770045532,6.707027272897415,8.57334663893622,10.428054854794587,12.293607771131573,0.48311378287962303,2.5394130309478484,4.6167446524337645,6.7205507280059065,8.858281780894515
21,1.0598133294051069,4.204657294757126,1.0598133294051069,0.6763715074952816,2.697215671413524,4.706122767063793,6.717050583479841,8.579879180310026,10.431371631776031,12.293814307189958,0.48391805057084913,2.5390235407047412,4.616607885762585,6.721744817337518,8.861851467593592
22,1.7551166740288187,2.4381667141424885,1.0720666339151486,0.6777699135568651,2.701522544514831,4.713209475083481,6.726075880127651,8.585432358314737,10.433808941927968,12.293257232903464,0.48467878848757767,2.5384754305056445,4.616133082459626,6.7223698389023046,8.864606590726874
23,1.7771453007272289,2.469915315165226,1.0843752862892315,0.6791574498321907,2.7057866946344005,4.72021957980254,6.734911684019031,8.590803379824028,10.436080706418382,12.292562932908421,0.4854363136713754,2.537867584225511,4.615561766327129,6.722881335440057,8.86724316965442
24,1.0937701669244608,4.322157038309251,1.0937701669244608,0.6805361457418097,2.7100231399921055,4.7271789791936225,6.743566763399937,8.596003265386418,10.43820918188524,12.291762866006158,0.4862009745068641,2.537361358092375,4.615224425819325,6.723763609097837,8.87033492983955
25,1.7875715155502596,2.4847811007959972,1.090361930304522,0.681846848570782,2.7140084860947242,4.733680734749235,6.751389176147523,8.600421366920433,10.439661408674358,12.290405141701715,0.4869470983438148,2.5369534863465946,4.615060505201533,6.724836300418351,8.873544962705104
26,1.781470457514007,2.47578211360447,1.087158801423544,0.6831468249969421,2.7179551828771062,4.740098199951086,6.758916111594514,8.604562009364633,10.44086489765277,12.288832375298295,0.48770397624403283,2.536718979336517,4.6152661172773355,6.726463913512656,8.877418659358305
27,1.7757704146428355,2.4673525919090578,1.0841882373766132,0.6844288361105304,2.7218344643554198,4.7463787591958155,6.766064383325981,8.608349595565711,10.441749542947315,12.28697797108916,0.48846394428410206,2.5365848699957363,4.6156879815047525,6.728414177007132,8.881666848790715
28,1.0814522732692764,4.30044039288752,1.0814522732692764,0.6856866920875456,2.725621668747316,4.752476960404841,6.77276430826145,8.61172037875985,10.442255854723744,12.284785146793315,0.489220699778188,2.536488262769659,4.616194156113092,6.730489098372504,8.886044523697635
29,1.7658019934590186,2.452620119066801,1.0789838678512362,0.6868691725452549,2.7291279279843375,4.75806420824275,6.778601112697782,8.61430798567792,10.442086484483262,12.282028266587812,0.489941523954076,2.536316723289364,4.616513576996548,6.732214347232894,8.889875579238325
30,1.7614305869805158,2.446188690473477,1.0766724834875547,0.6880249104326428,2.732528352670643,4.763439996742715,6.783954099405339,8.6164432103783,10.441498629529363,12.278886030870074,0.4906540947128981,2.5360986204574116,4.616739144351879,6.733802631356723,8.8935243968751
