# LSQ elliptic fit bolt heights ¡ª PIPELINE convention (+Y away from receiver)
# Mirror: South_900m
# idx  h_pipe(m)
0 0.01713880
1 0.01146610
2 0.00883146
3 0.00760705
4 0.00882852
5 0.01146053
6 0.01712983
7 0.01066228
8 0.00565047
9 0.00280921
10 0.00171841
11 0.00280778
12 0.00564770
13 0.01065805
14 0.00924892
15 0.00405149
16 0.00114562
17 0.00008207
18 0.00114562
19 0.00405149
20 0.00924892
21 0.01065805
22 0.00564770
23 0.00280778
24 0.00171841
25 0.00280921
26 0.00565047
27 0.01066228
28 0.01712983
29 0.01146053
30 0.00882852
31 0.00760705
32 0.00883146
33 0.01146610
34 0.01713880
