# LSQ elliptic fit bolt heights ¡ª PIPELINE convention (+Y away from receiver)
# Mirror: South_300m
# idx  h_pipe(m)
0 0.03253138
1 0.02179338
2 0.01680708
3 0.01448996
4 0.01680267
5 0.02178501
6 0.03251792
7 0.02019881
8 0.01071600
9 0.00533630
10 0.00327313
11 0.00533416
12 0.01071184
13 0.02019246
14 0.01750731
15 0.00767232
16 0.00216962
17 0.00015803
18 0.00216962
19 0.00767232
20 0.01750731
21 0.02019246
22 0.01071184
23 0.00533416
24 0.00327313
25 0.00533630
26 0.01071600
27 0.02019881
28 0.03251792
29 0.02178501
30 0.01680267
31 0.01448996
32 0.01680708
33 0.02179338
34 0.03253138
