# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 77.8446 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0161452 0.0341125
1 0.00442385 0.0223912
2 -0.00105152 0.0169158
3 -0.0030847 0.0148826
4 -0.00101381 0.0169535
5 0.0047592 0.0227265
6 0.0166199 0.0345873
7 0.00409004 0.0220574
8 -0.00680603 0.0111613
9 -0.0124002 0.00556715
10 -0.0145712 0.00339615
11 -0.0124334 0.00553395
12 -0.00679545 0.0111719
13 0.00392088 0.0218882
14 0.000817872 0.0187852
15 -0.0100671 0.0079002
16 -0.0158579 0.00210947
17 -0.0179673 0
18 -0.0160475 0.00191982
19 -0.0101415 0.00782589
20 0.00092041 0.0188878
21 0.00385855 0.0218259
22 -0.0066885 0.0112788
23 -0.0125328 0.00543455
24 -0.0146006 0.00336671
25 -0.0127553 0.005212
26 -0.00677405 0.0111933
27 0.0042098 0.0221771
28 0.0159045 0.0338718
29 0.00448602 0.0224534
30 -0.00130813 0.0166592
31 -0.00359876 0.0143686
32 -0.00144732 0.01652
33 0.00394072 0.0219081
34 0.0160042 0.0339715
