# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 69.4665 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0184466 0.0365088
1 0.00492551 0.0229877
2 -0.00185647 0.0162057
3 -0.00453083 0.0135313
4 -0.00284808 0.0152141
5 0.00354473 0.0216069
6 0.0156546 0.0337167
7 0.00609362 0.0241558
8 -0.00587196 0.0121902
9 -0.0124248 0.00563738
10 -0.0148966 0.00316557
11 -0.0127182 0.00534391
12 -0.00630528 0.0117569
13 0.00557556 0.0236377
14 0.00315857 0.0212207
15 -0.00927885 0.00878329
16 -0.0157384 0.00232376
17 -0.0180621 0
18 -0.0154734 0.00258876
19 -0.00908118 0.00898097
20 0.00336724 0.0214294
21 0.00517396 0.0232361
22 -0.00662303 0.0114391
23 -0.0129796 0.00508252
24 -0.01506 0.00300219
25 -0.0122159 0.00584629
26 -0.00572907 0.0123331
27 0.00667466 0.0247368
28 0.0156197 0.0336818
29 0.00337472 0.0214369
30 -0.00275545 0.0153067
31 -0.00451596 0.0135462
32 -0.00187453 0.0161876
33 0.00504056 0.0231027
34 0.0183617 0.0364238
