# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 81.327 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0341346 0.0348402
1 0.0228425 0.0235481
2 0.0181516 0.0188573
3 0.0167654 0.0174711
4 0.0195645 0.0202701
5 0.0258761 0.0265818
6 0.0385826 0.0392883
7 0.0202568 0.0209624
8 0.00978832 0.010494
9 0.00517212 0.00587776
10 0.00382896 0.0045346
11 0.00666528 0.00737092
12 0.0125815 0.0132871
13 0.0241173 0.024823
14 0.01598 0.0166857
15 0.00575759 0.00646323
16 0.000983261 0.0016889
17 -0.000705642 0
18 0.00185358 0.00255922
19 0.00814443 0.00885008
20 0.0198059 0.0205115
21 0.018032 0.0187376
22 0.0079624 0.00866804
23 0.00275831 0.00346395
24 0.00159261 0.00229825
25 0.00397596 0.0046816
26 0.0102997 0.0110053
27 0.0216045 0.0223101
28 0.0296107 0.0303163
29 0.0183206 0.0190262
30 0.0136752 0.0143809
31 0.0121498 0.0128554
32 0.0145943 0.0152999
33 0.0206692 0.0213748
34 0.0330879 0.0337935
