# Bolt heights — PIPELINE convention (+Y away from receiver)
# Best S95: 50.5172 m^2
# idx  h_pipe(m)  h_stroke(m)
0 0.0354 0.0366567
1 0.0223808 0.0236375
2 0.0168379 0.0180946
3 0.0152798 0.0165365
4 0.0177007 0.0189574
5 0.0248517 0.0261084
6 0.0384235 0.0396802
7 0.0230222 0.024279
8 0.011195 0.0124518
9 0.00499256 0.0062493
10 0.00292928 0.00418602
11 0.00615605 0.00741279
12 0.0131591 0.0144159
13 0.0256875 0.0269442
14 0.0187584 0.0200151
15 0.00711932 0.00837605
16 0.00063425 0.00189098
17 -0.00125673 0
18 0.00160705 0.00286379
19 0.00882132 0.0100781
20 0.0216489 0.0229056
21 0.020109 0.0213657
22 0.00836829 0.00962502
23 0.00228784 0.00354458
24 0.000174644 0.00143138
25 0.0031046 0.00436134
26 0.0102648 0.0115215
27 0.0228823 0.024139
28 0.0299944 0.0312511
29 0.0171262 0.018383
30 0.0112969 0.0125536
31 0.00907956 0.0103363
32 0.0119909 0.0132476
33 0.0188283 0.020085
34 0.0329675 0.0342242
