# Gravity-compensated bolt init: h* = h_shape + h_comp (closed form)
# Mirror: East_1200m | sundir: 36_sundir_fast.txt
# idx  h_pipe(m)
0 0.01223849
1 0.00769784
2 0.00538239
3 0.00400820
4 0.00433844
5 0.00571841
6 0.00905262
7 0.00790090
8 0.00410808
9 0.00189010
10 0.00085538
11 0.00138350
12 0.00312418
13 0.00639906
14 0.00643376
15 0.00278682
16 0.00077642
17 0.00001029
18 0.00077642
19 0.00278682
20 0.00643376
21 0.00639909
22 0.00312418
23 0.00138311
24 0.00085499
25 0.00188971
26 0.00410809
27 0.00790093
28 0.00905731
29 0.00572359
30 0.00434386
31 0.00401350
32 0.00538780
33 0.00770302
34 0.01224318
