# Gravity-compensated bolt init: h* = h_shape + h_comp (closed form)
# Mirror: South_900m | sundir: 36_sundir_fast.txt
# idx  h_pipe(m)
0 0.01771467
1 0.01131338
2 0.00877805
3 0.00749167
4 0.00877511
5 0.01130780
6 0.01770570
7 0.01095359
8 0.00538833
9 0.00264318
10 0.00147519
11 0.00264176
12 0.00538556
13 0.01094936
14 0.00958209
15 0.00380052
16 0.00102285
17 -0.00010992
18 0.00102285
19 0.00380052
20 0.00958209
21 0.01094937
22 0.00538554
23 0.00264108
24 0.00147451
25 0.00264251
26 0.00538831
27 0.01095360
28 0.01771387
29 0.01131651
30 0.00878420
31 0.00750057
32 0.00878714
33 0.01132208
34 0.01772284
