# Gravity-compensated bolt init: h* = h_shape + h_comp (closed form)
# Mirror: West_600m | sundir: 36_sundir_fast.txt
# idx  h_pipe(m)
0 0.01710498
1 0.01059967
2 0.00801510
3 0.00718730
4 0.00944134
5 0.01330397
6 0.02145751
7 0.01186037
8 0.00567765
9 0.00256039
10 0.00148916
11 0.00325250
12 0.00702186
13 0.01391218
14 0.01158272
15 0.00482033
16 0.00132681
17 -0.00006011
18 0.00132681
19 0.00482033
20 0.01158272
21 0.01391221
22 0.00702185
23 0.00325199
24 0.00148865
25 0.00255988
26 0.00567764
27 0.01186040
28 0.02146358
29 0.01331056
30 0.00944822
31 0.00719404
32 0.00802198
33 0.01060626
34 0.01711105
