x,y,z,ux,uy,uz,usum
     -6.420000,    4.171927,    2.218253,   0.000030080,  -0.003086434,   0.005804304,   0.006573958
      6.420000,    4.171927,    2.218253,  -0.000030080,  -0.003086434,   0.005804304,   0.006573958
     -6.219375,    4.171927,    2.218253,   0.000017981,  -0.002052089,   0.003858983,   0.004370714
     -6.018750,    4.171927,    2.218253,   0.000007483,  -0.001088815,   0.002047357,   0.002318889
     -5.818125,    4.171927,    2.218253,   0.000001468,  -0.000360612,   0.000678102,   0.000768027
     -5.617500,    4.171927,    2.218253,   0.000000049,  -0.000008720,   0.000016385,   0.000018561
     -5.416875,    4.171927,    2.218253,   0.000000097,   0.000050671,  -0.000095309,   0.000107942
     -5.216250,    4.171927,    2.218253,   0.000000291,  -0.000016639,   0.000031100,   0.000035273
     -5.015625,    4.171927,    2.218253,   0.000000218,  -0.000156284,   0.000293257,   0.000332302
     -4.815000,    4.171927,    2.218253,  -0.000000081,  -0.000366315,   0.000687831,   0.000779294
     -4.614375,    4.171927,    2.218253,  -0.000000140,  -0.000531609,   0.000998420,   0.001131128
     -4.413750,    4.171927,    2.218253,   0.000000132,  -0.000538574,   0.001011528,   0.001145972
     -4.213125,    4.171927,    2.218253,   0.000000120,  -0.000383587,   0.000720325,   0.000816093
     -4.012500,    4.171927,    2.218253,  -0.000000188,  -0.000167842,   0.000314993,   0.000356920
     -3.811875,    4.171927,    2.218253,  -0.000000262,  -0.000021939,   0.000041071,   0.000046564
     -3.611250,    4.171927,    2.218253,   0.000000009,   0.000023973,  -0.000045008,   0.000050994
     -3.410625,    4.171927,    2.218253,   0.000000296,  -0.000022118,   0.000041389,   0.000046929
     -3.210000,    4.171927,    2.218253,   0.000000217,  -0.000172616,   0.000323913,   0.000367037
     -3.009375,    4.171927,    2.218253,  -0.000000119,  -0.000397383,   0.000746199,   0.000845415
     -2.808750,    4.171927,    2.218253,  -0.000000148,  -0.000562511,   0.001056477,   0.001196897
     -2.608125,    4.171927,    2.218253,   0.000000148,  -0.000562324,   0.001056124,   0.001196498
     -2.407500,    4.171927,    2.218253,   0.000000118,  -0.000396906,   0.000745303,   0.000844400
     -2.206875,    4.171927,    2.218253,  -0.000000216,  -0.000172257,   0.000323239,   0.000366273
     -2.006250,    4.171927,    2.218253,  -0.000000293,  -0.000021928,   0.000041032,   0.000046525
     -1.805625,    4.171927,    2.218253,  -0.000000000,   0.000024530,  -0.000046052,   0.000052177
     -1.605000,    4.171927,    2.218253,   0.000000292,  -0.000021926,   0.000041028,   0.000046520
     -1.404375,    4.171927,    2.218253,   0.000000216,  -0.000172135,   0.000323010,   0.000366013
     -1.203750,    4.171927,    2.218253,  -0.000000118,  -0.000396549,   0.000744632,   0.000843640
     -1.003125,    4.171927,    2.218253,  -0.000000148,  -0.000561701,   0.001054952,   0.001195170
     -0.802500,    4.171927,    2.218253,   0.000000148,  -0.000561707,   0.001054965,   0.001195184
     -0.601875,    4.171927,    2.218253,   0.000000118,  -0.000396567,   0.000744666,   0.000843678
     -0.401250,    4.171927,    2.218253,  -0.000000216,  -0.000172152,   0.000323043,   0.000366051
     -0.200625,    4.171927,    2.218253,  -0.000000292,  -0.000021936,   0.000041048,   0.000046543
      0.000000,    4.171927,    2.218253,  -0.000000000,   0.000024513,  -0.000046021,   0.000052142
      0.200625,    4.171927,    2.218253,   0.000000292,  -0.000021936,   0.000041048,   0.000046543
      0.401250,    4.171927,    2.218253,   0.000000216,  -0.000172152,   0.000323043,   0.000366051
      0.601875,    4.171927,    2.218253,  -0.000000118,  -0.000396567,   0.000744666,   0.000843678
