x,y,z,ux,uy,uz,usum
     -6.420000,    2.362500,    4.091970,   0.000120184,  -0.012558271,   0.007234620,   0.014493596
      6.420000,    2.362500,    4.091970,  -0.000120184,  -0.012558271,   0.007234620,   0.014493596
     -6.219375,    2.362500,    4.091970,   0.000082690,  -0.009210749,   0.005308067,   0.010631101
     -6.018750,    2.362500,    4.091970,   0.000049864,  -0.006142413,   0.003541158,   0.007090242
     -5.818125,    2.362500,    4.091970,   0.000026894,  -0.003700673,   0.002134389,   0.004272156
     -5.617500,    2.362500,    4.091970,   0.000015698,  -0.002237761,   0.001290357,   0.002583184
     -5.416875,    2.362500,    4.091970,   0.000011046,  -0.001856599,   0.001068159,   0.002141972
     -5.216250,    2.362500,    4.091970,   0.000007170,  -0.002296304,   0.001317880,   0.002647616
     -5.015625,    2.362500,    4.091970,   0.000002956,  -0.003173365,   0.001819245,   0.003657856
     -4.815000,    2.362500,    4.091970,   0.000000254,  -0.004071725,   0.002333347,   0.004692915
     -4.614375,    2.362500,    4.091970,   0.000000311,  -0.004681251,   0.002682335,   0.005395279
     -4.413750,    2.362500,    4.091970,   0.000002198,  -0.004872177,   0.002791285,   0.005615103
     -4.213125,    2.362500,    4.091970,   0.000003792,  -0.004665395,   0.002671973,   0.005376371
     -4.012500,    2.362500,    4.091970,   0.000003761,  -0.004223895,   0.002418309,   0.004867188
     -3.811875,    2.362500,    4.091970,   0.000002500,  -0.003815138,   0.002183686,   0.004395880
     -3.611250,    2.362500,    4.091970,   0.000000829,  -0.003676761,   0.002104026,   0.004236212
     -3.410625,    2.362500,    4.091970,  -0.000000916,  -0.003879825,   0.002220015,   0.004470069
     -3.210000,    2.362500,    4.091970,  -0.000002402,  -0.004362251,   0.002496149,   0.005025933
     -3.009375,    2.362500,    4.091970,  -0.000002663,  -0.004899089,   0.002803822,   0.005644688
     -2.808750,    2.362500,    4.091970,  -0.000001074,  -0.005242064,   0.003000652,   0.006040129
     -2.608125,    2.362500,    4.091970,   0.000001445,  -0.005247844,   0.003003960,   0.006046788
     -2.407500,    2.362500,    4.091970,   0.000003112,  -0.004917746,   0.002814475,   0.005666172
     -2.206875,    2.362500,    4.091970,   0.000002993,  -0.004397372,   0.002516142,   0.005066346
     -2.006250,    2.362500,    4.091970,   0.000001689,  -0.003936818,   0.002252341,   0.004535590
     -1.805625,    2.362500,    4.091970,   0.000000092,  -0.003762159,   0.002152299,   0.004334309
     -1.605000,    2.362500,    4.091970,  -0.000001506,  -0.003937579,   0.002252732,   0.004536445
     -1.404375,    2.362500,    4.091970,  -0.000002814,  -0.004398958,   0.002516969,   0.005068134
     -1.203750,    2.362500,    4.091970,  -0.000002934,  -0.004920777,   0.002816110,   0.005669615
     -1.003125,    2.362500,    4.091970,  -0.000001259,  -0.005254024,   0.003007392,   0.006053857
     -0.802500,    2.362500,    4.091970,   0.000001297,  -0.005254471,   0.003007649,   0.006054372
     -0.601875,    2.362500,    4.091970,   0.000002979,  -0.004922155,   0.002816900,   0.005671203
     -0.401250,    2.362500,    4.091970,   0.000002872,  -0.004401328,   0.002518322,   0.005070862
     -0.200625,    2.362500,    4.091970,   0.000001581,  -0.003940891,   0.002254611,   0.004540253
