x,y,z,ux,uy,uz,usum
     -6.420000,    4.316502,    1.921831,   0.000022540,  -0.002316999,   0.005203420,   0.005696013
      6.420000,    4.316502,    1.921831,  -0.000022540,  -0.002316999,   0.005203420,   0.005696013
     -6.219375,    4.316502,    1.921831,   0.000013458,  -0.001540590,   0.003459621,   0.003787160
     -6.018750,    4.316502,    1.921831,   0.000005579,  -0.000817509,   0.001835634,   0.002009454
     -5.818125,    4.316502,    1.921831,   0.000001067,  -0.000270829,   0.000608099,   0.000665683
     -5.617500,    4.316502,    1.921831,   0.000000014,  -0.000006555,   0.000014681,   0.000016078
     -5.416875,    4.316502,    1.921831,   0.000000071,   0.000038187,  -0.000085774,   0.000093891
     -5.216250,    4.316502,    1.921831,   0.000000235,  -0.000012501,   0.000027886,   0.000030561
     -5.015625,    4.316502,    1.921831,   0.000000186,  -0.000118229,   0.000264883,   0.000290071
     -4.815000,    4.316502,    1.921831,  -0.000000046,  -0.000277387,   0.000621920,   0.000680976
     -4.614375,    4.316502,    1.921831,  -0.000000102,  -0.000402648,   0.000902986,   0.000988690
     -4.413750,    4.316502,    1.921831,   0.000000095,  -0.000407878,   0.000914741,   0.001001556
     -4.213125,    4.316502,    1.921831,   0.000000076,  -0.000290339,   0.000651021,   0.000712829
     -4.012500,    4.316502,    1.921831,  -0.000000164,  -0.000126898,   0.000284350,   0.000311381
     -3.811875,    4.316502,    1.921831,  -0.000000214,  -0.000016477,   0.000036819,   0.000040338
     -3.611250,    4.316502,    1.921831,   0.000000007,   0.000018243,  -0.000040904,   0.000044787
     -3.410625,    4.316502,    1.921831,   0.000000240,  -0.000016616,   0.000037113,   0.000040663
     -3.210000,    4.316502,    1.921831,   0.000000186,  -0.000130593,   0.000292597,   0.000320418
     -3.009375,    4.316502,    1.921831,  -0.000000075,  -0.000300992,   0.000674881,   0.000738959
     -2.808750,    4.316502,    1.921831,  -0.000000108,  -0.000426287,   0.000956023,   0.001046757
     -2.608125,    4.316502,    1.921831,   0.000000108,  -0.000426142,   0.000955698,   0.001046401
     -2.407500,    4.316502,    1.921831,   0.000000075,  -0.000300623,   0.000674056,   0.000738055
     -2.206875,    4.316502,    1.921831,  -0.000000186,  -0.000130316,   0.000291978,   0.000319739
     -2.006250,    4.316502,    1.921831,  -0.000000238,  -0.000016469,   0.000036785,   0.000040305
     -1.805625,    4.316502,    1.921831,  -0.000000000,   0.000018675,  -0.000041870,   0.000045846
     -1.605000,    4.316502,    1.921831,   0.000000237,  -0.000016467,   0.000036781,   0.000040300
     -1.404375,    4.316502,    1.921831,   0.000000186,  -0.000130219,   0.000291760,   0.000319501
     -1.203750,    4.316502,    1.921831,  -0.000000074,  -0.000300340,   0.000673421,   0.000737360
     -1.003125,    4.316502,    1.921831,  -0.000000108,  -0.000425650,   0.000954593,   0.001045191
     -0.802500,    4.316502,    1.921831,   0.000000107,  -0.000425655,   0.000954604,   0.001045204
     -0.601875,    4.316502,    1.921831,   0.000000075,  -0.000300355,   0.000673452,   0.000737395
     -0.401250,    4.316502,    1.921831,  -0.000000185,  -0.000130233,   0.000291791,   0.000319535
     -0.200625,    4.316502,    1.921831,  -0.000000238,  -0.000016476,   0.000036799,   0.000040320
      0.000000,    4.316502,    1.921831,  -0.000000000,   0.000018662,  -0.000041841,   0.000045814
      0.200625,    4.316502,    1.921831,   0.000000238,  -0.000016476,   0.000036799,   0.000040320
      0.401250,    4.316502,    1.921831,   0.000000185,  -0.000130233,   0.000291791,   0.000319535
      0.601875,    4.316502,    1.921831,  -0.000000075,  -0.000300355,   0.000673452,   0.000737395
      0.802500,    4.316502,    1.921831,  -0.000000107,  -0.000425655,   0.000954604,   0.001045204
      1.003125,    4.316502,    1.921831,   0.000000108,  -0.000425650,   0.000954593,   0.001045191
      1.203750,    4.316502,    1.921831,   0.000000074,  -0.000300340,   0.000673421,   0.000737360
      1.404375,    4.316502,    1.921831,  -0.000000186,  -0.000130219,   0.000291760,   0.000319501
      1.605000,    4.316502,    1.921831,  -0.000000237,  -0.000016467,   0.000036781,   0.000040300
      1.805625,    4.316502,    1.921831,   0.000000000,   0.000018675,  -0.000041870,   0.000045846
      2.006250,    4.316502,    1.921831,   0.000000238,  -0.000016469,   0.000036785,   0.000040305
      2.206875,    4.316502,    1.921831,   0.000000186,  -0.000130316,   0.000291978,   0.000319739
      2.407500,    4.316502,    1.921831,  -0.000000075,  -0.000300623,   0.000674056,   0.000738055
      2.608125,    4.316502,    1.921831,  -0.000000108,  -0.000426142,   0.000955698,   0.001046401
      2.808750,    4.316502,    1.921831,   0.000000108,  -0.000426287,   0.000956023,   0.001046757
      3.009375,    4.316502,    1.921831,   0.000000075,  -0.000300992,   0.000674881,   0.000738959
      3.210000,    4.316502,    1.921831,  -0.000000186,  -0.000130593,   0.000292597,   0.000320418
      3.410625,    4.316502,    1.921831,  -0.000000240,  -0.000016616,   0.000037113,   0.000040663
      3.611250,    4.316502,    1.921831,  -0.000000007,   0.000018243,  -0.000040904,   0.000044787
      3.811875,    4.316502,    1.921831,   0.000000214,  -0.000016477,   0.000036819,   0.000040338
      4.012500,    4.316502,    1.921831,   0.000000164,  -0.000126898,   0.000284350,   0.000311381
      4.213125,    4.316502,    1.921831,  -0.000000076,  -0.000290339,   0.000651021,   0.000712829
      4.413750,    4.316502,    1.921831,  -0.000000095,  -0.000407878,   0.000914741,   0.001001556
      4.614375,    4.316502,    1.921831,   0.000000102,  -0.000402648,   0.000902986,   0.000988690
      4.815000,    4.316502,    1.921831,   0.000000046,  -0.000277387,   0.000621920,   0.000680976
      5.015625,    4.316502,    1.921831,  -0.000000186,  -0.000118229,   0.000264883,   0.000290071
      5.216250,    4.316502,    1.921831,  -0.000000235,  -0.000012501,   0.000027886,   0.000030561
      5.416875,    4.316502,    1.921831,  -0.000000071,   0.000038187,  -0.000085774,   0.000093891
      5.617500,    4.316502,    1.921831,  -0.000000014,  -0.000006555,   0.000014681,   0.000016078
      5.818125,    4.316502,    1.921831,  -0.000001067,  -0.000270829,   0.000608099,   0.000665683
      6.018750,    4.316502,    1.921831,  -0.000005579,  -0.000817509,   0.001835634,   0.002009454
